SCC,SC,Total,Pro1-1,Pro1-2,Pro1-3,Pro2,Pro3
1120083,dIxPOhBSLd,264,7,9,10,53,3
1120084,ctytFSEGAV,114,9,9,5,8,2
1120085,aUEBamiTok,106,5,7,4,10,
1120086,poBzjZQJzc,192,4,4,11,10,2
1120087,qujaKIFXCK,116,4,4,7,38,
1120088,fnYXlLnLDq,63,15,12,15,25,5
1120089,rOzdAedqNl,154,13,2,4,3,
1120090,HAHnKrHUOT,162,10,9,14,49,3
1120091,vYokbIiqMF,129,8,5,6,51,1
1120092,bADpfeZYHo,129,6,3,3,10,
1120093,pdwbIQUsmM,101,3,5,8,12,2
1120094,gMJwBdYFPA,120,9,10,13,53,4
1120095,FVAefbSPmb,93,2,2,2,4,
1120096,draImhHFoD,36,2,2,2,2,
1120097,vkNwMQmmGh,189,26,10,6,22,7
1120098,sFQVnNYQsV,72,2,,1,3,
1120099,cuKvUBsbWr,212,7,8,4,11,1
1120100,eHZCOzPiil,128,12,5,5,14,2
1120101,fOpbcEFnHI,52,7,1,,2,
1120102,DVfsMIvcYP,62,7,3,,1,1
1120103,JTpVdFpIpi,179,12,8,3,30,
1120104,lwtKEQTwHu,131,7,2,8,16,
1120105,WNsCApxskt,224,37,20,20,80,8
1120106,WyyerFJEFX,160,15,17,28,88,19
1120107,zQECdgMuPO,260,9,14,14,38,1
1120108,iXvmJIZoWh,144,10,8,13,40,
1120109,hwEXAHOQKN,118,2,8,26,62,1
1120110,WnxxLCEtnz,69,3,5,8,4,2
1120111,QfTbojGCDK,114,14,9,9,33,3
1120112,vAdRlRctIw,64,7,10,9,16,
1120113,mOLIhUEkBr,66,4,1,3,1,
1120114,xoIutfolvu,96,19,7,11,10,
1120115,caZXpJPCrx,180,,1,1,4,
1120116,vZylsvPXhg,119,1,1,,5,1
1120117,MjzMWGoOAd,183,13,14,14,10,9
1120118,rHXJgNnbFW,145,4,3,5,15,1
1120120,XOBoNHTuGa,93,3,,1,1,
1120122,jTHrGommBQ,152,3,2,3,2,
1120123,LSQHVpTKrV,72,3,,1,3,
1120124,yjRGBzyAgu,134,2,,2,1,
1120125,LWLxVLNJMX,42,5,1,6,7,2
1120126,ZCjgeqZKvA,131,6,6,6,12,4
1120127,HWaCfjDoiG,161,2,3,5,18,
1120128,laiOyTsjMQ,101,10,8,6,14,3
1120129,fmkuDNLSdR,153,3,2,6,11,
1120130,imBhiAhQMt,88,6,8,4,12,
1120131,XRpOtwVqqN,95,6,4,6,5,2
1120132,bJTLBrArFQ,71,2,2,3,18,2
1120133,tCELfAbzXE,25,,,,,
1120134,fzmfozcDXN,51,5,9,6,26,5
1120135,HvxCJwJjkW,190,,,,,
1120136,nYjlvlYFNK,55,2,1,2,1,
1120137,vfNiGcPRQo,84,11,5,4,12,1
1120138,VAkpHojJiR,129,5,8,12,30,1
1120139,tdZHhnHLCD,159,10,5,6,3,1
1120140,QJALXzNZCU,242,11,15,10,29,1
1120141,UPbOMhUddl,101,10,6,7,,
1120142,wyHPfjzlvZ,185,2,7,5,10,
1120143,wwSMDefWKM,277,24,15,24,29,5
1120144,ENKZSjxjmg,89,6,14,18,42,7
1120146,zQpzRqNRua,150,,,,,
1120147,CfBsynJGbc,158,20,9,22,21,3
1120148,QIQSovMhSt,36,1,1,1,10,
1120149,nWehXwjPzF,83,3,1,1,4,
1120150,cAMWpAhSti,42,1,1,2,4,
1120151,HTLZNzgUQZ,96,11,5,12,7,1
1120152,JETgwSCdbJ,49,6,3,,1,
1120153,TZPlfXNdch,130,3,4,8,25,
1120154,BMEBHBNkag,61,2,1,4,1,
1120155,pqnAeGoAxX,139,14,13,15,17,2
1120156,SldGdNubCW,40,2,3,6,18,1
1120157,tuNtjmCcmn,111,4,4,8,14,2
1120158,sgVarSslJO,126,5,5,1,7,3
1120159,fFMLhexVMr,188,2,6,7,30,
1120160,rZINiECjKT,81,10,2,2,16,
1120161,eUefMMQREr,93,2,3,3,6,1
1120162,CNpRBWOdZk,99,6,5,7,6,
1120163,QsYHeWdZWE,102,6,2,5,34,1
1120164,CDzUkimByb,152,3,12,5,16,2
1120165,EQoigQiUiJ,71,,2,2,10,
1120166,yCNHjSPPOw,155,10,1,12,15,2
1120167,dkFicJpnjv,173,8,4,5,5,1
1120168,kAtTeKuZlb,161,32,25,27,63,16
1120169,TEpIDVpCFP,16,,,,,
1120170,qRbPnBqpmA,115,1,3,1,8,1
1120172,EjdLvJyPug,92,4,5,16,24,2
1120174,GwdVQpJCMu,78,,1,,1,
1120175,rBcPsHjZSs,2,,,,,
1120180,UClYYjnoXa,13,,,,,
1120182,zyeepSnJyE,101,3,,10,10,
1120183,FTikhdHlts,114,3,3,4,18,
1120184,kjLmevdleC,165,56,26,16,38,6
1120185,qXfwiPsweZ,194,8,28,26,64,3
1120186,joBIQwavsc,101,10,5,9,9,2
1120187,WTahoMpQzO,40,2,3,10,11,
1120188,NInVTNsHes,38,2,3,4,2,2
1120189,kwsRUoWaLK,208,17,9,28,54,
1120190,FqNNFxDniW,129,4,2,9,8,1
1120191,LfkvDSzNpn,131,13,11,13,25,5
1120192,sbuljYFDeF,82,,3,6,3,
1120193,NCMWJCzoku,136,2,,2,31,
1120194,uIUfbxIDNl,154,4,5,7,33,1
1120195,IvZogbenKl,99,2,2,3,2,1
1120196,tOlwIxLYZp,112,10,4,6,7,2
1120197,mJlCNdxUCh,161,,,,,
1120198,pPFerKzHmx,18,2,,,4,
1120199,XAiOUTJVjF,270,17,24,21,125,5
1120200,iAkiffetXm,197,14,25,28,60,8
1120201,ykygcUbbzt,106,13,14,13,43,3
1120204,hOhvcegDXt,200,30,30,33,94,10
1120205,wKTixlbRMk,111,,,,,
1120206,EDMuuzJuZq,169,21,28,28,64,8
1120207,qOCisWYnPL,126,5,5,8,16,2
1120208,LBWykxOzHD,142,10,8,10,86,8
1120209,gEBwlHRCJn,97,4,,4,9,1
1120210,aIUSyoeDON,98,8,12,19,7,1
1120211,vixVGWXxmT,175,4,10,9,46,6
1120212,CFJHRohqav,208,2,2,1,3,
1120213,SIgLlavhuQ,132,16,11,7,34,7
1120214,iCFRivQfPU,149,1,4,5,9,
1120215,yQvillFNwb,245,15,13,8,27,6
1120216,gUDWAJWiYh,213,11,3,4,62,1
1120217,jSgNjiBPzO,163,4,6,7,30,
1120218,nKoDRwnaid,129,2,7,4,14,1
1120219,UGPNnEyhuk,148,7,6,14,19,4
1120220,LFvGrRaHnX,182,1,6,4,36,2
1120221,bKGbwxIyOu,179,2,2,4,6,
1120222,UHWSJJuBTl,74,2,3,3,8,1
1120223,UHhippeanA,135,2,2,,7,
1120224,GRmBszleHQ,161,8,7,5,8,3
1120226,MrpHtZsoMv,101,7,4,8,31,3
1120230,rYeNojhbNM,55,,,,,
1120231,vIGbSySIYZ,119,3,4,3,23,
1120232,xIGTCUOaiH,31,1,1,,2,
1120233,sbiiMqmTXr,181,12,11,15,17,3
1120234,tTiephLKfD,88,1,3,6,8,
1120235,PBIPOJxHMM,87,13,15,32,57,6
1120236,lWdyEaFVRs,41,2,1,1,4,
1120237,VoZldaykDk,87,7,2,4,25,
1120238,riFIhIWoXl,178,5,2,4,9,
1120239,gRmYhHlRym,206,20,10,14,79,7
1120240,cgjrFwffCA,200,19,12,13,72,8
1120241,GLBRklPgiG,173,7,3,4,35,2
1120242,ozdVHqLUbT,118,14,18,7,38,6
1120243,TLtzTkIQzt,256,4,4,6,16,1
1120244,prOOWIUXPW,77,15,8,11,33,5
1120245,eYgLHpwwCS,112,4,3,3,15,1
1120246,RAacBBvwyz,221,5,4,5,7,1
1120247,iDkSmPIjVu,18,9,7,4,7,3
1120248,wIgDHheNVq,133,7,10,4,20,2
1120249,IMKssMVrNz,174,9,8,20,28,4
1120250,LWyjLFokDx,131,,,1,,
1120251,UACdmEoJri,162,2,7,6,36,2
1120252,qPABzVRtFX,226,12,19,10,15,4
1120253,NfCyRFbyzF,205,1,8,7,7,2
1120254,mCxVsyqkkq,163,5,8,5,13,1
1120255,WaNvAVUzJj,303,7,9,4,116,2
1120256,dOHjRHGlEs,163,5,7,7,28,2
1120257,aqGPCZSvfA,164,6,7,9,16,4
1120258,ulamgjXWYY,105,5,3,8,35,
1120259,gBFyoZJwBW,183,11,3,4,30,2
1120260,vsgaqCAiXC,141,5,3,7,8,
1120261,XdrosPclYz,95,3,2,3,7,2
1120262,iLhamLhnAs,97,15,4,2,13,
1120263,gQwPisxuNB,175,3,12,5,14,3
1120264,TDXqVcSRjJ,179,6,2,2,9,
1120265,WQJEpVYBSg,60,4,2,3,8,1
1120266,BQtEsqBJsQ,34,,,,,
1120267,BbiCbMTSWt,96,1,1,2,2,
1120269,camFdumZAE,108,2,4,5,1,
1120270,JYdhIEyIkz,241,32,27,60,110,20
1120271,aiCDtupNAV,38,,2,4,2,
1120272,oUOqHfvQbI,136,,,,,
1120273,ROaAxFfBnx,112,,,,,
1120274,QyhvtKLERE,119,,,,,
1120275,OqoOtnRtob,105,,,,,
1120276,ZLDejWJLoF,72,,,,,
1120277,idKiwZBAxw,67,,,,,
1120278,DlLaoErYXp,137,,,,,
1120279,zthKFkoloD,155,,,,,
1120280,cBGBuzMLZH,92,,,,,
1120281,iqurydoLMv,133,,,,,
1120282,SupDZSQawd,150,,,,,
1120283,WvfoINOUhY,197,,,,,
1120284,cGkNUzpTTT,89,,,,,
1120285,LGYZPhwkys,164,,,,,
1120286,BbPUashvTg,115,,,,,
1120287,GpSQeIDUYT,187,,,,,
1120288,rKvrGBVqld,117,,,,,
1120289,JuqVyAwgnx,127,,,,,
1120290,PtvbdVdnjf,130,,,,,
1120291,gKBlAzaUSw,51,,,,,
1120292,wHkrkdzXnV,142,,,,,
1120293,WtKCoyMupk,73,,,,,
1120294,rAxbZSvjMt,202,17,21,21,50,6
1120295,lPLNVRcJhU,130,6,6,19,21,1
1120296,TgMzTlgUNn,105,23,10,6,21,1
1120297,LMWXsSQQqA,113,22,18,32,39,4
1120298,DjEQcNqoLt,269,13,8,11,63,1
1120299,mdzATlVnHb,256,13,15,19,23,3
1120300,oIradQQcYs,183,7,5,4,18,3
1120301,ctQRHaERfc,118,10,9,11,15,4
1120303,ynAEGowAqD,163,3,3,2,6,
1120304,QLaeMICViJ,120,19,16,21,64,3
1120305,oxYewEwNYB,181,13,10,12,26,4
1120306,rfnzRHavCC,219,6,16,13,25,3
1120307,lfnmzMQrWZ,67,2,1,3,12,1
1120308,YByCPUTGrs,187,12,12,12,16,8
1120309,fhzAqsrQOw,91,2,5,4,6,1
1120310,rOilQbOCso,146,,,,,
1120311,JhDxCIeIip,165,2,4,4,13,1
1120312,BwmqjQrsdD,230,18,19,20,68,12
1120313,ihthXRsQbo,96,,,3,2,
1120314,LxouUaxnBO,147,16,12,20,20,6
1120315,fVGZFYnNsT,221,3,4,2,4,1
1120316,uRUXZAQxXW,212,34,46,55,91,10
1120317,uyyCTnVjvi,144,4,3,3,12,1
1120318,ZUrXUxPEJm,78,8,10,9,23,4
1120319,pBySFNgKKB,74,2,7,3,39,2
1120320,VOAUdSGccJ,170,6,5,10,29,
1120321,GKbkXjhUeN,116,5,2,6,36,2
1120322,KLFwzaUgwS,139,22,13,13,74,6
1120323,MzVjOsIOUs,182,14,7,6,31,1
1120324,hIYqdUfIYA,155,11,12,19,40,7
1120325,QJquxdVQNS,227,20,21,23,117,6
1120326,okRpNvqMse,190,30,22,23,74,5
1120327,XWsUXKrlKY,124,,6,6,26,
1120328,FQUPmaVPcJ,265,15,14,20,33,7
1120329,ZnDCiNMDOm,200,30,17,12,104,4
1120330,FrhbSgnUNV,151,22,29,26,88,12
1120331,uwRLMovFWk,86,7,5,7,19,1
1120332,luQkGRQtVm,67,5,5,3,10,1
1120333,KweXOGldrT,45,7,7,6,18,4
1120334,RVHIkQUaFS,43,4,3,,10,1
1120335,kKyjOdhGXr,52,2,1,1,3,
1120337,HOeocPbvTK,10,3,,,4,1
1120338,UFEFXdQOJv,181,7,5,12,8,
1120339,ZYqXCOnxvi,83,3,2,6,16,
1120340,DGEkPXnPMH,34,1,,,1,
1120341,lTCdrPHzsG,257,12,7,8,28,1
1120342,wjVtDTtMXG,116,5,5,9,14,1
1120343,XGpYMAdOaH,273,13,8,14,55,2
1120344,zStYtYkhCo,162,19,6,9,74,3
1120345,WTEVHNsbih,241,11,4,11,11,
1120346,StMnocmUWX,62,6,5,8,6,3
1120347,UDVNLsDtWw,138,9,3,5,22,
1120348,qkOTdsDYWP,160,11,10,11,64,2
1120349,qxsYHbzPBD,149,6,7,9,10,
1120350,hBpjiUychu,91,8,4,6,22,2
1120351,ZeKwWMnTtt,89,2,,,3,
1120352,wURifbyRSZ,154,9,3,7,23,1
1120353,ljLdIxGyZM,156,10,6,11,21,2
1120354,cSOYKzXOao,186,18,11,13,16,5
1120355,lDCJIHZOKa,57,3,6,8,13,1
1120356,DrgdgtYleU,156,4,10,7,9,1
1120357,PUIfqzRjkU,17,3,,1,1,
1120358,jVhztJBwPI,45,4,2,4,1,
1120359,obhIfpTBpl,90,12,6,9,17,1
1120360,ppwPpqBoHN,138,4,12,6,19,1
1120361,KbducnpsjR,160,4,7,13,17,2
1120362,rxJJXWQvwM,35,1,2,,5,1
1120363,sfJpRqcqtQ,45,,,,2,
1120364,SElwXmoAoo,76,3,4,2,14,1
1120365,aVijsnUdZt,143,9,6,2,11,
1120366,MlRHCydlkS,79,1,1,,16,
1120367,GXLsbJXkYp,143,3,4,11,18,1
1120368,hHSllDejDl,45,3,6,3,4,1
1120369,VGWyurKQQh,101,10,6,5,11,
1120370,RoNZIKHEqS,62,1,,3,3,1
1120371,GZGmTfgMDC,176,5,3,8,14,1
1120372,asfGoJjKcQ,98,3,5,3,21,1
1120373,QoiHpCRTRA,118,5,3,2,14,
1120374,bbVfGNIDlV,118,5,3,7,15,
1120375,nxYgzhLtmL,149,4,6,6,19,1
1120376,gLprCLslsg,108,5,4,4,4,
1120377,gaTaAvRlHY,114,4,3,5,9,
1120378,dQgfqrxUAm,46,1,,1,1,
1120379,YEwaImtXpd,175,19,14,18,24,3
1120380,XyVsNoXFGO,137,9,19,26,35,4
1120381,VHGYyNWibL,142,21,32,31,48,8
1120382,WcHRPvpWIc,128,9,5,9,17,
1120383,gfGlzoKEYP,46,6,9,11,8,2
1120384,ZCxmPiCSfo,202,19,9,24,34,1
1120385,wLTXFkywdk,155,13,7,8,30,2
1120386,XHnGMLtCcW,168,7,10,9,44,2
1120387,cAaaTwsJLq,88,3,10,10,42,
1120388,ClaGbZWZgs,124,4,2,2,32,1
1120389,JYCrZFCsUc,36,1,1,,10,
1120390,BqLVosNqpO,21,,1,,1,
1120391,ahWgJVkeMk,8,1,,1,,
1120392,SNpcDhPLco,102,4,3,2,3,2
1120393,ouHjgTJxbm,156,6,2,3,12,1
1120394,SOxQeLFCpf,68,3,3,4,4,1
1120395,ojocsQeiOU,4,,,,3,
1120396,pbkOAAxfth,99,5,1,6,6,1
1120397,SfGSpQOmTK,218,20,17,26,63,3
1120398,FjPbDTgEcM,86,1,1,4,14,
1120399,XZrQCDwmBD,142,8,7,8,28,2
1120400,deFlmrXRJy,88,3,,2,21,1
1120401,tTMERAxMGR,161,13,10,15,15,2
1120403,CiDrTfazPM,133,8,8,11,20,4
1120404,VergGxWkze,65,,1,,,
1120405,oPqZZSlyRq,99,7,7,6,41,1
1120406,ZiCFCKaUln,59,2,,1,1,
1120407,LQfXZeRyfB,160,4,5,6,19,2
1120408,FSsxYDIBkR,166,7,9,8,36,2
1120409,skoLWvQMGH,154,23,27,32,60,4
1120410,VVRSquGbHH,133,9,4,13,9,1
1120411,PVVRJXOkFu,126,1,2,6,8,
1120412,JiicKhJvRi,169,21,19,21,19,13
1120413,aCnXhuhbUR,108,24,20,14,17,
1120414,BfcOAnqFvf,143,29,9,21,22,2
1120415,cTztLeeRIa,58,,,,,
1120416,HSmjmrXFBf,79,13,14,12,47,1
1120417,frsHkuNWmH,102,,1,1,2,
1120418,owlKNJOcYL,106,9,6,3,33,4
1120419,tXcrAgNkqQ,41,3,6,7,6,1
1120420,ciAdQiLkry,128,2,4,3,10,
1120421,uOgrGnzWuR,108,12,2,2,26,
1120422,XFeajtPoax,256,8,4,8,13,1
1120423,KHNcfcZbdP,121,2,2,2,12,
1120424,ECBFdLIuAB,49,3,1,3,4,1
1120425,qEIrWTKfrN,148,,,,,
1120426,GKTAoYlcxC,107,,,,,
1120427,GbAzqniPPa,132,6,4,5,19,1
1120428,pYhMeBGJZP,140,,3,7,20,1
1120429,ezfgsqZdbh,122,2,4,3,13,1
1120430,cBoRxMjjLE,64,2,1,,9,
1120431,iwEtWdtSkw,113,7,3,14,30,4
1120433,jfQjtfSWON,69,6,6,1,,1
1120437,YgPHlWmBRe,174,7,7,5,7,1
1120438,tlpwlWtyDb,1,,,,,
1120439,xmFrsptyub,2,,,,,
1120441,uOScyOkgKq,2,1,1,2,2,2
1120442,VWolYpkDZT,79,3,3,2,2,1
1120443,qrgTEyDvHc,6,,,,,
1120454,gwFHHUySDF,7,2,1,,2,
1120457,tHvvLkkZDb,1,1,1,1,1,
1120467,iNQebLkzxx,89,4,3,6,8,1
1120471,NqKqbEpvEb,2,1,1,,1,
1120472,fTTfrAfyXd,143,4,4,3,2,
1120473,kLNzZdlvXf,153,5,7,4,5,1
1130001,QsLByJFYBa,32,1,,1,1,
1130004,dcSxtipqwk,321,6,,2,4,
1130006,tyxzyVMgiU,7,1,,,,
1130013,pYnYYweXGR,136,1,1,2,3,
1130015,wNMVrknord,122,,,,,
1130017,NDjKPztllX,41,,,,,
1130019,qDJeMEXguZ,149,4,4,3,13,1
1130020,hbWbvcPEIX,137,,,,,
1130022,izHwiOCFab,106,3,1,3,12,
1130024,IDrXpNnJgt,53,,,,,
1130032,lCvmaqnOgS,65,,,,,
1130034,YtzEWnXBsv,9,,,,,
1130036,hbQcZTIxlB,47,4,,4,3,
1130038,cCWsvIrhSf,50,3,1,2,5,1
1210001,fturzCkWOR,150,2,3,5,10,
1210002,OprsmhmqBe,14,,,,,
1220001,LZSxJiZWsw,46,13,8,4,25,10
1220002,LGGUQBMSNi,124,6,7,13,42,5
1220003,xsVaaxSLII,83,18,17,12,33,5
1220004,qILShFEBNT,87,5,4,4,15,1
1220005,ZlRuByFngD,38,2,2,3,2,2
1220006,awhZFvHmsn,59,,,,2,
1220007,BuKEEzuTuJ,262,23,20,22,41,12
1220008,xwUqmJPirs,61,2,3,1,,
1220009,jAqHpoIiDd,102,11,7,7,4,5
1220010,ZggXsKhWss,108,,,,46,9
1220011,skbofkCAme,99,,,2,25,3
1220012,UxeGPfORuk,44,,,,5,
1220013,WIvaljvWwR,170,,,1,68,11
1220014,kmCrXyVaqH,43,,,,12,3
1220015,SClJQIjxCr,173,,,,41,1
1220016,tCNvlxTrTd,110,9,10,6,25,5
1220017,dJnhYmdeaS,236,9,19,21,12,1
1220018,adbbhEnLRi,89,5,4,4,14,
1220019,WyFjGPcStu,143,1,4,5,6,
1220020,GSJGglVlph,58,5,1,3,12,
1220021,cgDndVuzoM,111,4,3,3,5,1
1220022,cRIiOSKvFg,154,5,6,3,8,
1220023,acIQAaBleg,203,12,16,17,46,3
1220024,jdANYFcSMj,106,3,3,,4,
1220025,SFlemvjkGW,114,13,11,5,52,8
1220027,zUWZrOyHqT,102,23,12,5,60,6
1220028,GlIvztBglE,96,15,11,8,22,3
1220029,RoHoOrxfjb,276,17,22,14,103,15
1220030,FhfhjtrZoj,187,8,7,6,34,1
1220031,NSzRNvIYFh,107,24,16,21,29,6
1220032,JGxIQVwTvx,128,10,7,8,27,4
1220033,DVDjFEEhXT,237,13,11,10,45,3
1220034,jhztpdXWIt,71,7,6,5,4,3
1220035,jgThAFhEDW,198,7,5,11,102,5
1220036,MwMzPUbeCg,160,4,4,4,1,
1220037,fGFufezyJD,130,12,7,2,8,4
1220038,gnoHtbTEIk,118,13,17,17,46,9
1220039,qnQwYcmlPg,201,9,16,9,28,4
1220040,CRDGXgkDRg,21,3,1,2,9,2
1220043,BbFTYGWSlu,21,,5,2,5,2
1220044,aHTJVOqKAC,55,3,2,3,14,
1220045,YEDcCwnMYW,143,17,16,11,66,6
1220046,lnjOuxIfVr,93,11,5,4,11,1
1220047,EzXjynUliq,23,3,,1,3,
1220048,fADILNivaZ,50,6,1,4,4,
1220049,RhnkqWYWFQ,93,8,16,16,56,12
1220050,OZYOYROeCr,6,,,2,3,
1220051,ewocpDuSYU,14,,,1,,
1220052,kXtqQIXYrf,187,22,18,12,21,3
1220053,cLuNMHQJNG,94,4,8,1,6,
1220054,cPdHptGPbZ,90,7,5,4,7,
1220056,QicalYNPwl,39,12,8,10,26,1
1220057,KNhsEGdnQp,68,14,18,16,16,3
1220058,pffNuKBrbq,37,4,1,1,19,3
1220059,hrmebJqrHW,28,,1,2,5,3
1220060,PuxfnwhGrs,28,,,,,
1220061,eZOpNHVKhq,59,2,1,1,2,1
1220063,mrkCplcpXh,193,26,19,14,72,17
1220064,ztZuHQRSZn,61,5,1,1,24,1
1220065,ayoVWYRlDS,167,11,10,8,23,2
1220066,nteAMkhZWb,21,5,1,,14,2
1220067,XozVZmtQVP,84,6,2,3,9,2
1220068,lTmSvJcpFi,137,21,14,12,33,3
1220069,LdveTUCntL,114,2,2,7,13,
1220070,XekJATKktJ,123,14,8,11,18,2
1220071,ysgsqdkvbY,99,5,11,5,19,
1220072,oZkGXbKLuE,72,3,6,6,8,2
1220073,IsjjFgDWaB,163,20,40,28,89,14
1220074,rHYiBsanjM,100,13,11,10,8,2
1220075,zDttSQIMGw,237,14,11,6,39,3
1220076,JZuWqHpTjt,150,9,7,8,35,
1220077,fQcYtKbKbk,71,4,4,8,20,3
1220078,oGUgvzvLRC,103,8,21,47,31,4
1220080,ntJBnrXdds,77,7,15,4,40,
1220081,otDgQHTgTW,73,17,22,17,38,8
1220082,cKsrImbSOB,82,10,9,15,13,1
1220083,zCGzwrvHUm,31,3,1,2,17,
1220084,MtLSTJdmjP,120,8,7,7,9,6
1220085,OsOmVLkHCN,160,10,12,2,15,
1220086,cXeTbHiFuA,204,22,20,16,39,4
1220087,hisVEkEpfa,157,15,11,15,23,5
1220088,LiacXaJgzv,121,,,,,
1220089,xgeJLFzxrT,223,38,24,17,52,8
1220090,iBdMdEhFLH,19,4,,2,6,
1220091,DanufvYdUO,37,8,2,2,3,
1220092,adDWQBOWaI,262,54,35,47,67,7
1220093,GAJPLHNgDK,103,19,17,22,25,5
1220094,zVLyazUjgs,113,12,4,14,18,1
1220095,hjFEiPKJIe,41,9,9,9,20,4
1220096,EYUBxkOMvd,118,21,22,32,43,6
1220097,RJNvXsjCWA,48,6,1,1,21,
1220098,nEbKXPIXeF,48,15,8,6,14,4
1220099,RhcNnIgnav,22,12,12,12,17,4
1220100,CYSfhhWCGE,40,26,7,8,17,3
1220101,nsdddZirsF,112,18,17,11,8,1
1220102,TiEEcYTBDC,154,50,30,29,47,6
1220103,zrHPjWDiFu,76,28,11,19,14,
1220104,GHTovpfuAz,200,14,13,21,25,1
1220105,OmCFqJaiHT,28,,,,,
1220106,uQBznaiObt,92,10,8,8,21,1
1220107,YSOuGsfXEG,165,29,14,6,64,13
1220108,EZBaxVLVwt,40,11,8,3,8,3
1220109,qBJnbbbfzX,98,9,15,14,14,1
1220110,KBwMOvzzgo,55,3,6,4,21,4
1220111,meeOEGINkl,194,33,19,15,50,10
1220112,fMlUTkqpiI,140,,,,,
1220113,mppHHdhNoR,127,7,4,5,2,
1220114,fmQoODruDS,187,6,16,10,37,1
1220115,QKgnzIxSLl,192,27,25,25,36,6
1220116,AdeBeqtzSE,217,27,8,12,57,2
1220117,TNttuUnZHl,201,6,7,5,5,1
1220118,KPGjqEZFjq,275,6,12,10,39,2
1220119,vYeQpOBwPI,208,6,10,14,21,5
1220120,cmAEAnUoHm,177,13,3,9,28,1
1220121,urIRrOlxng,202,12,5,16,21,
1220122,qqEPoHEtiz,109,,1,4,8,
1220123,pWoXZOdDiS,220,14,8,14,28,3
1220124,OEaQYmQaei,243,4,9,5,7,1
1220125,tLocDBRcJY,314,7,4,10,7,1
1220127,AHZQneYUkn,51,5,4,3,10,3
1220128,yINrkEUnsC,168,20,17,16,53,12
1220129,NYZzhnPmmS,186,11,8,7,33,1
1220130,vbQPhrIJKc,221,14,9,13,11,6
1220131,jGezzBvwqh,109,11,9,7,15,
1220132,loCxVIOMeQ,248,7,18,6,9,
1220133,TydgEHpdGY,127,6,5,4,11,2
1220134,XafRPzaOiq,234,14,9,12,47,2
1220135,blDxigSlxB,144,5,3,5,4,2
1220137,jLeRkCqcYD,96,17,12,4,19,6
1220139,EVumfQASne,74,7,8,9,39,2
1220140,xwjBVovlDG,163,,,,,
1220141,sHljgZpjmC,63,,,,,
1220142,ZSJeIoAzUh,106,,,,,
1220143,EuLGaVEODK,131,,,,,
1220144,DyocBVvibT,96,,,,,
1220145,hoEteUMSGS,191,,,,,
1220146,AkTfDkIRkW,128,,,,,
1220147,mWjuNWrqTu,216,,,,,
1220148,WEGgFjvGPQ,164,,,,,
1220150,mEzjeYlzNu,274,,,,,
1220151,cLlPRylSzz,260,,,,,
1220152,LpbrzkUsiK,198,,,,,
1220153,ApCHStCrIc,221,,,,,
1220154,XrCTmpxMJv,196,,,,,
1220155,ukvLkLizzn,247,,,,,
1220156,joBUjUlKyE,124,,,,,
1220157,LPAMZZmAWg,185,,,,,
1220158,tCFRApJbik,226,,,,,
1220159,eSWHYIznkp,49,5,3,4,11,
1220160,mgFrOlZjkn,105,8,11,8,9,
1220161,EJgutuxZfs,36,,3,2,3,
1220162,hzQQZztuBC,47,2,1,1,1,
1220163,OabofChOdD,83,1,2,4,3,2
1220164,eeHOJuYIGY,122,4,2,3,2,
1220165,iBxNciVxNS,161,8,7,6,19,3
1220166,KCRHbtUIil,155,9,8,10,58,5
1220167,hYQZKAdZHb,68,,2,2,1,
1220168,ezuKPUMybx,84,2,1,,2,
1220170,cYrJZCbISw,1,,1,,,
1220171,yJMWLGhkaY,1,,1,,1,
1220174,owdUDCZWLr,4,3,2,2,3,2
1220175,nHnHPPoSOr,9,,,,,
1220176,pptGgufvVZ,3,1,1,,,
1220177,pUDoGqdAga,4,2,2,,2,2
1220178,uFYGGevEnG,126,,,2,21,5
1220179,tJdmDlrlsV,79,,,2,22,
1220180,IgBccrWdkj,190,1,2,3,16,2
1220183,jepYtGzSPd,71,,,,6,
1220184,WpiuajWGSD,222,,,1,16,
1220185,VlWDLDmMKe,61,,,,3,
1220186,utCBNgHULj,148,,,1,13,
1220187,IpeyEtkzKZ,296,,,2,13,
1220188,btJfdqvKAO,128,,,5,29,4
1220190,QZxomECglP,190,2,,3,53,4
1220191,STGNTdoFht,151,3,,1,18,1
1220192,WeCprBrJgy,37,1,,1,13,3
1220193,STPdvSCvOr,127,,,,12,
1220194,sQmAXsoTpE,11,1,,1,2,
1220195,pdfHcoNIir,117,,,,48,1
1220196,DSQMyIbBaF,40,,,,8,1
1220197,WtOTbgYHwM,63,,,1,6,
1220198,xDjsxxgmTr,116,1,,1,18,2
1220199,kXEkTWjnRh,182,,,,1,1
1220200,DJMYKciUyQ,196,1,,2,110,11
1220201,UXLPunYhNt,256,1,,5,37,12
1220202,qmxmtUPUnL,115,,,,1,
1220205,NvwpYqnEGc,61,,,3,4,4
1220206,jKPSWAfcvE,179,1,,2,15,3
1220207,gVbUUBsGgx,92,1,,2,1,
1220208,znypRuSNJl,75,,,1,4,7
1220209,hfyPurrRMI,50,1,1,3,8,1
1220210,mIjQRczHee,48,,,1,2,1
1220211,zVzNCbrHWp,171,,1,3,22,
1220212,BBOpCWjmJu,324,1,3,6,83,10
1220213,KGfOmhPwsF,153,1,,,7,1
1220214,JXEweeFpRM,277,2,2,,19,2
